Speed,Torque,Ia magnitude,Ia phase,Ib magnitude,Ib phase,Ic magnitude,Ic phase,I beta magnitude,I beta phase,I alpha magnitude,I alpha phase,Iq ,Id ,,,,,,,,,,,,,,,
0.567774019,0.571147383,0.164854122,0.408135489,0.22388313,-0.146981057,0.239700754,-0.932268222,0.164854122,0.408135489,0.267828928,-0.033143385,0.173917083,0.187438372,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.740638354,0.745038771,0.283308114,-0.66294924,0.289672289,0.742750581,0.319902256,0.027966646,0.283308114,-0.66294924,0.336631633,0.896598881,0.173920855,0.246693338,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.598556708,0.602112964,0.180083949,-0.552144453,0.245602573,0.864647834,0.249543608,0.086822562,0.180083949,-0.552144453,0.284649698,0.979436124,0.173906706,0.197958396,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.843057322,0.84806625,0.337942867,-0.43117003,0.364523339,0.905991683,0.334352756,0.207877151,0.337942867,-0.43117003,0.379893217,-0.946200677,0.173905539,0.28190025,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.081234404,0.081717049,0.010181946,-0.910761187,0.023200146,0.971739751,0.031052088,0.006525647,0.010181946,-0.910761187,0.033247626,0.992060089,0.173913068,0.025957148,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.614789974,0.618442678,0.20008077,-0.644269836,0.234336021,0.805998749,0.266621256,0.045488245,0.20008077,-0.644269836,0.285574637,0.936842507,0.173915808,0.203518707,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.537086314,0.54027735,0.255095518,0.000315108,0.171850825,-0.753873303,0.164151535,0.755175635,0.255095518,0.000315108,0.143151008,-0.498993112,0.173913548,0.176964896,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.23358398,0.234971793,0.032323386,-0.274463192,0.094791533,0.974540082,0.072328861,0.068328771,0.032323386,-0.274463192,0.10079109,-0.983797377,0.173912992,0.075254509,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.856153878,0.861240617,0.352073152,-0.653093087,0.346516812,0.711103644,0.354551151,0.024697756,0.352073152,-0.653093087,0.377968466,0.873956462,0.173966934,0.286394478,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.083465091,0.083960989,0.018418579,0.046205144,0.017013404,-0.049175926,0.032823847,0.999620101,0.018418579,0.046205144,0.03063271,-0.016500856,0.173912976,0.026671867,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.086661709,0.0871766,0.032976636,-0.985313478,0.003718747,0.335083686,0.028661784,-0.018636284,0.032976636,-0.985313478,0.017081919,0.94420644,0.173912928,0.02769634,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.785347634,0.790013687,0.309302724,-0.649328527,0.313752716,0.738712518,0.334630905,0.03384339,0.309302724,-0.649328527,0.355110398,0.89521199,0.173917887,0.26206348,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.646511871,0.650353047,0.265316761,0.817837103,0.291557661,0.062348058,0.198194747,-0.60969814,0.265316761,0.817837103,0.260629059,0.196248314,0.173905387,0.214380335,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.416671847,0.419147455,0.179250164,-0.062540457,0.159498624,-0.904449823,0.079025962,0.568365685,0.179250164,-0.062540457,0.110986222,-0.757900066,0.173910451,0.136133809,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.453744603,0.456440475,0.2123963,-0.999098284,0.132252968,0.220980321,0.127282961,-0.216640609,0.2123963,-0.999098284,0.100677376,0.504051257,0.173910659,0.148654216,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.219561683,0.220866183,0.085408873,-0.039125414,0.080051615,-0.955287887,0.020500783,0.540393376,0.085408873,-0.039125414,0.049647291,-0.872031889,0.173913611,0.070667106,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.302593188,0.30439101,0.074688338,0.831045568,0.131396351,-0.003000896,0.073962014,-0.849538024,0.074688338,0.831045568,0.121389249,0.053614519,0.17391426,0.097993234,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.105531815,0.10615882,0.043098189,-0.011038547,0.03236025,-0.967971462,0.010069321,0.853382218,0.043098189,-0.011038547,0.014375028,-0.892958449,0.173913225,0.03375,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.774436133,0.779037356,0.353043855,-0.90967116,0.284394748,0.430465819,0.307353539,-0.190927111,0.353043855,-0.90967116,0.300324941,0.633269547,0.173911928,0.258312644,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.349725421,0.351803274,0.148586724,0.951587718,0.127293637,0.086171309,0.056319707,-0.393528015,0.148586724,0.951587718,0.081707353,0.227942337,0.173912826,0.113675631,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.855768545,0.860852995,0.380232666,-0.100052807,0.356440487,-0.79485963,0.318521752,0.562116661,0.380232666,-0.100052807,0.349191084,-0.622811599,0.173993264,0.286161116,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.61073021,0.614358793,0.203115826,0.325168523,0.225258349,-0.214330303,0.266844051,-0.969151803,0.203115826,0.325168523,0.279758953,-0.07777751,0.173905026,0.202126032,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.339123399,0.341138262,0.064059161,0.310287341,0.113953147,-0.103211781,0.136847319,-0.966748527,0.064059161,0.310287341,0.150254446,-0.027010507,0.173911628,0.110136313,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.757873927,0.762376747,0.294481282,0.664882637,0.342093451,-0.025120572,0.283731441,-0.734500596,0.294481282,0.664882637,0.342990039,0.109343006,0.173917977,0.25262034,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.129739171,0.130510001,0.048914805,0.023793047,0.007364853,-0.542833997,0.044171678,0.974110847,0.048914805,0.023793047,0.027778922,-0.076404678,0.173913252,0.041536011,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.421024147,0.423525613,0.10921661,-0.259186306,0.187850922,0.981694151,0.126414574,0.1658551,0.10921661,-0.259186306,0.183595184,-0.942534466,0.173912785,0.137605531,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.565809924,0.569171619,0.23127113,-0.144535857,0.250096545,-0.930900146,0.150598059,0.41183795,0.23127113,-0.144535857,0.211035917,-0.802172239,0.173915644,0.186770141,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.746828772,0.751265969,0.294151584,0.700855505,0.338766156,-0.001298051,0.271851637,-0.704530593,0.294151584,0.700855505,0.33303891,0.133351091,0.17391875,0.248823521,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.588169381,0.591663921,0.220340537,-0.210433361,0.269554627,-0.971487803,0.175914978,0.317211428,0.220340537,-0.210433361,0.244687177,-0.856090936,0.173915454,0.194409583,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.35150279,0.353591204,0.082063846,-0.230052855,0.153805424,0.984829406,0.099488775,0.142462173,0.082063846,-0.230052855,0.149591867,-0.951745813,0.17391483,0.114267545,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.712801731,0.71703676,0.291217381,0.2251552,0.252815704,-0.362691442,0.308030967,0.953919283,0.291217381,0.2251552,0.302836707,-0.183308469,0.173912001,0.237135842,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.985805883,0.991662936,0.866175126,-0.389864849,0.853557089,0.931078661,0.778816024,0.265223885,0.866175126,-0.389864849,0.863086516,-0.905868621,0.20019284,0.806900207,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.040010515,0.040248233,0.016487849,-0.996651233,0.004541625,0.046450722,0.010926261,-0.013683239,0.016487849,-0.996651233,0.004211009,0.947738779,0.173913839,0.012774129,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.11587811,0.116566587,0.040299019,0.027970627,0.007696275,-0.270214666,0.041914857,0.98293978,0.040299019,0.027970627,0.029648561,-0.052352599,0.173912783,0.037075295,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.576357056,0.579781415,0.170969554,0.602176384,0.256893746,-0.063930505,0.215220886,-0.844988801,0.170969554,0.602176384,0.271333347,0.038199404,0.173907209,0.190380159,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.922691396,0.928173461,0.641771946,0.776130419,0.667062053,0.083915988,0.57191105,-0.59175506,0.641771946,0.776130419,0.660597726,0.236677188,0.290874121,0.444247182,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.812982673,0.817812916,0.337141309,0.275714328,0.316206769,-0.345496769,0.343224749,0.972342402,0.337141309,0.275714328,0.354649279,-0.17531467,0.173718163,0.271742202,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.873268346,0.878456769,0.384617048,-0.036148149,0.352858846,-0.720043687,0.3295176,0.637410758,0.384617048,-0.036148149,0.352981571,-0.543361573,0.1733796,0.288589334,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.580758732,0.584209243,0.210002007,0.772185044,0.267192398,0.01658732,0.177187091,-0.709157872,0.210002007,0.772185044,0.246583975,0.127527302,0.173901913,0.191881218,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.864124481,0.869258577,0.354698592,0.384535956,0.355384576,-0.255519258,0.356796172,-0.944335084,0.354698592,0.384535956,0.384616708,-0.095529019,0.174027474,0.29075643,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.977929071,0.983739324,0.897416795,0.123479724,0.845056761,-0.513794723,0.880958037,0.811494156,0.897416795,0.123479724,0.921549068,-0.343161288,0.160183449,0.995807113,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.721879891,0.726168857,0.305684048,-0.808870207,0.252754397,0.589003288,0.307619472,-0.075548424,0.305684048,-0.808870207,0.297675766,0.779213046,0.173776608,0.240386465,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.484837893,0.487718501,0.206804928,0.088825458,0.111910864,-0.505513593,0.189330471,0.907696623,0.206804928,0.088825458,0.150957934,-0.232441974,0.173906616,0.159194217,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.539712278,0.542918916,0.144901605,0.475088874,0.222217041,-0.109912433,0.218567861,-0.909235787,0.144901605,0.475088874,0.256253361,-0.007941952,0.173906852,0.177862308,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.345852055,0.347906896,0.156958548,0.991417028,0.096980176,0.155138996,0.078691542,-0.204704447,0.156958548,0.991417028,0.057861849,0.435128342,0.173911009,0.112380047,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.789085129,0.793773387,0.301302041,-0.493203328,0.339736755,0.863527652,0.322097858,0.146519588,0.301302041,-0.493203328,0.365206569,-0.995378651,0.173899464,0.263352873,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.43063232,0.433190873,0.146906207,-0.154938414,0.191400096,-0.973881504,0.099945748,0.286530669,0.146906207,-0.154938414,0.163550209,-0.883769332,0.173905455,0.14085368,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.968726535,0.974482112,0.847590037,0.308115584,0.771593889,-0.233642485,1.000527013,-0.951769813,0.847590037,0.308115584,0.984924346,-0.069697334,0.778791216,-0.288242104,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.132975651,0.133765711,0.0086339,0.630161192,0.049584696,-0.022049538,0.04416675,-0.97090078,0.0086339,0.630161192,0.057074348,0.002657604,0.173845063,0.042768431,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.789158824,0.79384752,0.307132235,0.388735106,0.32197058,-0.229100193,0.333870654,-0.938870211,0.307132235,0.388735106,0.360379925,-0.077411005,0.173892137,0.263387349,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.668712454,0.672685532,0.303683792,0.098727178,0.21604936,-0.542501901,0.266994665,0.853430043,0.303683792,0.098727178,0.241749347,-0.315153426,0.173903925,0.221998846,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.352667129,0.35476246,0.109701338,-0.139489524,0.154126294,-0.983198652,0.074867759,0.236590244,0.109701338,-0.139489524,0.131582648,-0.910320971,0.173912431,0.114660101,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.271700145,0.27331442,0.112804459,-0.963569914,0.036611203,0.354569375,0.090040864,-0.069269904,0.112804459,-0.963569914,0.055438145,0.805629531,0.173912613,0.087779402,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.149401881,0.150289536,0.033818095,-0.917592492,0.031845525,0.914447235,0.059400185,-0.000422114,0.033818095,-0.917592492,0.055761272,0.970862252,0.173913195,0.047877808,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.72482028,0.729126716,0.328256419,-0.109155546,0.306793626,-0.84587269,0.239307691,0.534910976,0.328256419,-0.109155546,0.275827788,-0.677109801,0.173890323,0.241277769,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.879109017,0.884332142,0.369620477,-0.197663698,0.359406897,-0.882224594,0.324889696,0.458490757,0.369620477,-0.197663698,0.359602919,-0.716862959,0.151253427,0.309939617,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.695218425,0.699348985,0.242910597,0.422118248,0.285634989,-0.175714442,0.295594219,-0.91890584,0.242910597,0.422118248,0.327131584,-0.041724665,0.173902062,0.231108707,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.612821612,0.616462621,0.190362798,-0.575029702,0.248020445,0.848894843,0.258916768,0.077713068,0.190362798,-0.575029702,0.290422661,0.968741958,0.17391875,0.202841106,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.471574319,0.474376123,0.144306691,-0.770756556,0.142186312,0.779443932,0.204271415,0.001826092,0.144306691,-0.770756556,0.200495113,0.914051948,0.173886977,0.154627933,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.731928531,0.7362772,0.265245575,-0.444833824,0.323082242,0.902891653,0.292046447,0.169623838,0.265245575,-0.444833824,0.343279309,-0.967496766,0.173910529,0.243697447,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.286624476,0.288327423,0.121650839,0.033054261,0.043195932,-0.68061166,0.092349771,0.919543463,0.121650839,0.033054261,0.055559612,-0.22594066,0.173914084,0.092706771,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.85584578,0.860930689,0.350928515,-0.642882952,0.347470365,0.720996381,0.354223722,0.033259243,0.350928515,-0.642882952,0.378705591,0.882841608,0.173909518,0.286325027,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.908313088,0.913709726,0.383822422,-0.620942725,0.449003436,0.719979738,0.403999964,-0.000915525,0.383822422,-0.620942725,0.471802135,0.855234989,0.023665802,0.633269624,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.278997928,0.280655562,0.10921444,0.946832156,0.105753719,0.052897812,0.03341296,-0.501210244,0.10921444,0.946832156,0.069783948,0.14839863,0.173911051,0.090191066,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.741363082,0.745767806,0.327046443,0.852176158,0.322482208,0.120268747,0.248949272,-0.520627701,0.327046443,0.852176158,0.295082229,0.278705654,0.17391072,0.246941537,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.772985143,0.777577745,0.301653132,0.350169808,0.30778013,-0.257377709,0.330614025,-0.96559955,0.301653132,0.350169808,0.350598974,-0.102113329,0.173904963,0.257812252,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.975621781,0.981418326,0.707451786,-0.452606989,0.729285039,0.858694216,0.633998842,0.184009933,0.707451786,-0.452606989,0.726292448,-0.986850661,0.084394941,0.840788905,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
