Time,Value
0.0115,0.543834790683643
0.0116,0.548023936791874
0.0117,0.552199382330228
0.0118,0.556361022912784
0.0119,0.560508754498744
0.012,0.564642473395035
0.0121,0.5687620762589
0.0122,0.572867460100481
0.0123,0.576958522285397
0.0124,0.581035160537305
0.0125,0.585097272940462
0.0126,0.58914475794227
0.0127,0.593177514355813
0.0128,0.597195441362392
0.0129,0.601198438514041
0.013,0.60518640573604
0.0131,0.609159243329415
0.0132,0.613116851973434
0.0133,0.617059132728087
0.0134,0.62098598703656
0.0135,0.6248973167277
0.0136,0.628793024018469
0.0137,0.632673011516386
0.0138,0.636537182221968
0.0139,0.640385439531147
0.014,0.644217687237691
0.0141,0.648033829535607
0.0142,0.651833771021537
0.0143,0.65561741669714
0.0144,0.659384671971473
0.0145,0.66313544266335
0.0146,0.666869635003698
0.0147,0.670587155637904
0.0148,0.674287911628145
0.0149,0.677971810455715
0.015,0.681638760023334
0.0151,0.685288668657455
0.0152,0.688921445110551
0.0153,0.692536998563401
0.0154,0.696135238627357
0.0155,0.699716075346604
0.0156,0.70327941920041
0.0157,0.706825181105366
0.0158,0.710353272417608
0.0159,0.713863604935037
0.016,0.717356090899523
0.0161,0.720830642999098
0.0162,0.724287174370142
0.0163,0.727725598599551
0.0164,0.731145829726896
0.0165,0.734547782246579
0.0166,0.737931371109963
0.0167,0.741296511727503
0.0168,0.744643119970859
0.0169,0.747971112175
0.017,0.751280405140293
0.0171,0.754570916134586
0.0172,0.757842562895277
0.0173,0.761095263631366
0.0174,0.764328937025505
0.0175,0.767543502236027
0.0176,0.770738878898969
0.0177,0.773914987130082
0.0178,0.777071747526824
0.0179,0.78020908117035
0.018,0.783326909627484
0.0181,0.786425154952674
0.0182,0.78950373968995
0.0183,0.792562586874855
0.0184,0.795601620036366
0.0185,0.798620763198814
0.0186,0.801619940883777
0.0187,0.804599078111969
0.0188,0.807558100405114
0.0189,0.81049693378781
0.019,0.813415504789374
0.0191,0.816313740445684
0.0192,0.819191568300998
0.0193,0.822048916409772
0.0194,0.82488571333845
0.0195,0.827701888167258
0.0196,0.83049737049197
0.0197,0.833272090425676
0.0198,0.836025978600521
0.0199,0.838758966169443
0.02,0.841470984807897
0.0201,0.844161966715556
0.0202,0.846831844618015
0.0203,0.849480551768464
0.0204,0.852108021949363
0.0205,0.854714189474093
0.0206,0.857298989188603
0.0207,0.859862356473035
0.0208,0.862404227243338
0.0209,0.864924537952878
0.021,0.867423225594017
0.0211,0.869900227699694
0.0212,0.872355482344986
0.0213,0.874788928148655
0.0214,0.877200504274682
0.0215,0.879590150433789
0.0216,0.881957806884948
0.0217,0.884303414436869
0.0218,0.886626914449487
0.0219,0.888928248835423
0.022,0.891207360061435
0.0221,0.893464191149864
0.0222,0.895698685680048
0.0223,0.897910787789741
0.0224,0.900100442176505
0.0225,0.902267594099095
0.0226,0.904412189378826
0.0227,0.906534174400927
0.0228,0.908633496115883
0.0229,0.910710102040761
0.023,0.912763940260521
0.0231,0.914794959429314
0.0232,0.916803108771767
0.0233,0.918788338084251
0.0234,0.920750597736136
0.0235,0.922689838671033
0.0236,0.92460601240802
0.0237,0.926499071042854
0.0238,0.928368967249167
0.0239,0.930215654279651
0.024,0.932039085967226
0.0241,0.933839216726197
0.0242,0.935616001553386
0.0243,0.937369396029266
0.0244,0.939099356319068
0.0245,0.940805839173872
0.0246,0.942488801931697
0.0247,0.944148202518562
0.0248,0.945783999449539
0.0249,0.947396151829789
0.025,0.948984619355586
0.0251,0.950549362315326
0.0252,0.952090341590516
0.0253,0.953607518656754
0.0254,0.955100855584692
0.0255,0.956570315040986
0.0256,0.958015860289225
0.0257,0.959437455190853
0.0258,0.960835064206073
0.0259,0.96220865239473
0.026,0.963558185417193
0.0261,0.964883629535206
0.0262,0.966184951612734
0.0263,0.967462119116794
0.0264,0.968715100118265
0.0265,0.969943863292687
0.0266,0.971148377921045
0.0267,0.972328613890535
0.0268,0.973484541695319
0.0269,0.974616132437264
0.027,0.975723357826659
0.0271,0.976806190182927
0.0272,0.977864602435316
0.0273,0.978898568123575
0.0274,0.979908061398614
0.0275,0.980893057023156
0.0276,0.98185353037236
0.0277,0.982789457434443
0.0278,0.983700814811277
0.0279,0.984587579718975
0.028,0.98544972998846
0.0281,0.986287244066022
0.0282,0.98710010101385
0.0283,0.987888280510565
0.0284,0.98865176285172
0.0285,0.989390528950295
0.0286,0.990104560337178
0.0287,0.99079383916162
0.0288,0.991458348191686
0.0289,0.992098070814687
0.029,0.992712991037588
0.0291,0.993303093487418
0.0292,0.993868363411645
0.0293,0.99440878667855
0.0294,0.994924349777581
0.0295,0.995415039819686
0.0296,0.99588084453764
0.0297,0.996321752286349
0.0298,0.996737752043143
0.0299,0.99712883340805
0.03,0.997494986604054
0.0301,0.997836202477347
0.0302,0.998152472497548
0.0303,0.998443788757924
0.0304,0.998710143975583
0.0305,0.998951531491659
0.0306,0.999167945271476
0.0307,0.999359379904701
0.0308,0.999525830605479
0.0309,0.99966729321255
0.031,0.999783764189357
0.0311,0.999875240624131
0.0312,0.999941720229966
0.0313,0.999983201344876
0.0314,0.999999682931835
0.0315,0.999991164578803
0.0316,0.99995764649874
0.0317,0.999899129529596
0.0318,0.999815615134291
0.0319,0.999707105400682
0.032,0.999573603041505
0.0321,0.999415111394314
0.0322,0.999231634421391
0.0323,0.99902317670965
0.0324,0.998789743470524
0.0325,0.998531340539832
0.0326,0.998247974377632
0.0327,0.997939652068066
0.0328,0.997606381319174
0.0329,0.997248170462707
0.033,0.996865028453919
0.0331,0.996456964871339
0.0332,0.996023989916537
0.0333,0.995566114413862
0.0334,0.99508334981018
0.0335,0.99457570817458
0.0336,0.994043202198076
0.0337,0.99348584519329
0.0338,0.992903651094118
0.0339,0.992296634455383
0.034,0.991664810452469
0.0341,0.991008194880942
0.0342,0.990326804156158
0.0343,0.98962065531285
0.0344,0.988889766004701
0.0345,0.988134154503908
0.0346,0.987353839700716
0.0347,0.986548841102957
0.0348,0.985719178835553
0.0349,0.984864873640018
0.035,0.983985946873937
0.0351,0.983082420510433
0.0352,0.982154317137618
0.0353,0.981201659958029
0.0354,0.980224472788045
0.0355,0.979222780057295
0.0356,0.978196606808045
0.0357,0.977145978694572
0.0358,0.976070921982524
0.0359,0.974971463548264
0.036,0.973847630878195
0.0361,0.972699452068075
0.0362,0.971526955822315
0.0363,0.97033017145326
0.0364,0.969109128880456
0.0365,0.967863858629905
0.0366,0.966594391833298
0.0367,0.965300760227238
0.0368,0.963982996152448
0.0369,0.962641132552962
0.037,0.9612752029753
0.0371,0.95988524156763
0.0372,0.958471283078914
0.0373,0.957033362858042
0.0374,0.955571516852944
0.0375,0.954085781609694
0.0376,0.952576194271595
0.0377,0.951042792578253
0.0378,0.94948561486463
0.0379,0.947904700060088
0.038,0.946300087687414
0.0381,0.944671817861835
0.0382,0.94301993129001
0.0383,0.941344469269019
0.0384,0.939645473685325
0.0385,0.937922987013728
0.0386,0.936177052316306
0.0387,0.934407713241335
0.0388,0.9326150140222
0.0389,0.930798999476289
0.039,0.928959715003869
0.0391,0.927097206586958
0.0392,0.925211520788168
0.0393,0.923302704749547
0.0394,0.921370806191395
0.0395,0.919415873411077
0.0396,0.91743795528181
0.0397,0.915437101251444
0.0398,0.913413361341225
0.0399,0.911366786144547
0.04,0.909297426825682
0.0401,0.907205335118505
0.0402,0.905090563325201
0.0403,0.902953164314954
0.0404,0.900793191522627
0.0405,0.898610698947429
0.0406,0.89640574115156
0.0407,0.89417837325885
0.0408,0.89192865095338
0.0409,0.88965663047809
0.041,0.887362368633375
0.0411,0.885045922775661
0.0412,0.882707350815974
0.0413,0.88034671121849
0.0414,0.877964062999078
0.0415,0.875559465723818
0.0416,0.873132979507516
0.0417,0.870684665012203
0.0418,0.868214583445612
0.0419,0.865722796559655
0.042,0.863209366648874
0.0421,0.860674356548885
0.0422,0.858117829634809
0.0423,0.855539849819686
0.0424,0.852940481552876
0.0425,0.850319789818452
0.0426,0.84767784013357
0.0427,0.845014698546834
0.0428,0.842330431636646
0.0429,0.839625106509538
0.043,0.836898790798497
0.0431,0.834151552661276
0.0432,0.831383460778683
0.0433,0.828594584352872
0.0434,0.825784993105608
0.0435,0.822954757276526
0.0436,0.820103947621374
0.0437,0.817232635410246
0.0438,0.814340892425796
0.0439,0.811428790961449
0.044,0.80849640381959
0.0441,0.805543804309745
0.0442,0.802571066246747
0.0443,0.799578263948894
0.0444,0.796565472236087
0.0445,0.793532766427961
0.0446,0.790480222342005
0.0447,0.78740791629166
0.0448,0.78431592508442
0.0449,0.781204326019902
0.045,0.778073196887921
0.0451,0.774922615966543
0.0452,0.771752662020126
0.0453,0.768563414297354
0.0454,0.765354952529254
0.0455,0.762127356927202
0.0456,0.758880708180922
0.0457,0.755615087456462
0.0458,0.752330576394171
0.0459,0.749027257106653
0.046,0.74570521217672
0.0461,0.742364524655321
0.0462,0.739005278059471
0.0463,0.735627556370159
0.0464,0.732231444030251
0.0465,0.72881702594238
0.0466,0.72538438746682
0.0467,0.721933614419352
0.0468,0.718464793069126
0.0469,0.714978010136493
0.047,0.711473352790844
0.0471,0.707950908648432
0.0472,0.704410765770176
0.0473,0.700853012659464
0.0474,0.697277738259938
0.0475,0.693685031953272
0.0476,0.690074983556936
0.0477,0.686447683321953
0.0478,0.68280322193064
0.0479,0.67914169049434
0.048,0.675463180551151
0.0481,0.671767784063628
0.0482,0.668055593416491
0.0483,0.664326701414313
0.0484,0.6605812012792
0.0485,0.656819186648461
0.0486,0.653040751572265
0.0487,0.649245990511292
0.0488,0.645434998334371
0.0489,0.641607870316108
0.049,0.637764702134504
0.0491,0.633905589868563
0.0492,0.630030629995892
0.0493,0.626139919390285
0.0494,0.622233555319305
0.0495,0.618311635441849
0.0496,0.614374257805711
0.0497,0.610421520845128
0.0498,0.606453523378315
0.0499,0.602470364605004
0.05,0.598472144103956
0.0501,0.594458961830477
0.0502,0.590430918113913
0.0503,0.586388113655147
0.0504,0.582330649524082
0.0505,0.578258627157108
0.0506,0.574172148354573
0.0507,0.570071315278233
0.0508,0.565956230448703
0.0509,0.561826996742888
0.051,0.557683717391417
0.0511,0.553526495976057
0.0512,0.549355436427127
0.0513,0.545170643020898
0.0514,0.540972220376988
0.0515,0.536760273455745
0.0516,0.532534907555621
0.0517,0.528296228310545
0.0518,0.524044341687276
0.0519,0.519779353982759
0.052,0.515501371821464
0.0521,0.511210502152723
0.0522,0.506906852248053
0.0523,0.502590529698479
0.0524,0.498261642411839
0.0525,0.493920298610089
0.0526,0.4895666068266
0.0527,0.485200675903437
0.0528,0.480822614988648
0.0529,0.476432533533528
0.053,0.472030541289882
0.0531,0.46761674830729
0.0532,0.463191264930345
0.0533,0.458754201795902
0.0534,0.454305669830306
0.0535,0.449845780246627
0.0536,0.445374644541871
0.0537,0.440892374494198
0.0538,0.436399082160126
0.0539,0.431894879871729
0.054,0.42737988023383
0.0541,0.422854196121184
0.0542,0.418317940675659
0.0543,0.413771227303404
0.0544,0.409214169672017
0.0545,0.404646881707702
0.0546,0.40006947759242
0.0547,0.395482071761034
0.0548,0.390884778898452
0.0549,0.386277713936757
0.055,0.381660992052332
0.0551,0.377034728662983
0.0552,0.372399039425055
0.0553,0.367754040230538
0.0554,0.363099847204168
0.0555,0.35843657670053
0.0556,0.353764345301143
0.0557,0.349083269811548
0.0558,0.34439346725839
0.0559,0.339695054886487
0.056,0.334988150155905
0.0561,0.330272870739016
0.0562,0.32554933451756
0.0563,0.320817659579697
0.0564,0.316077964217053
0.0565,0.311330366921767
0.0566,0.306574986383523
0.0567,0.301811941486587
0.0568,0.297041351306832
0.0569,0.292263335108766
0.057,0.287478012342544
0.0571,0.282685502640987
0.0572,0.277885925816587
0.0573,0.273079401858514
0.0574,0.268266050929618
0.0575,0.263445993363421
0.0576,0.25861934966111
0.0577,0.253786240488529
0.0578,0.248946786673153
0.0579,0.244101109201076
0.058,0.239249329213982
0.0581,0.234391568006119
0.0582,0.229527947021264
0.0583,0.224658587849688
0.0584,0.219783612225117
0.0585,0.214903142021687
0.0586,0.210017299250899
0.0587,0.205126206058569
0.0588,0.20022998472177
0.0589,0.195328757645783
0.059,0.190422647361027
0.0591,0.185511776520005
0.0592,0.180596267894233
0.0593,0.175676244371169
0.0594,0.170751828951145
0.0595,0.165823144744292
0.0596,0.160890314967456
0.0597,0.155953462941125
0.0598,0.151012712086344
0.0599,0.146068185921626
0.06,0.141120008059867
0.0601,0.136168302205257
0.0602,0.131213192150184
0.0603,0.126254801772141
0.0604,0.12129325503063
0.0605,0.11632867596406
0.0606,0.11136118868665
0.0607,0.106390917385322
0.0608,0.101417986316602
0.0609,0.0964425198035056
0.061,0.0914646422324367
0.0611,0.0864844780500764
0.0612,0.0815021517602691
0.0613,0.0765177879209128
0.0614,0.0715315111408433
0.0615,0.0665434460767213
0.0616,0.0615537174299131
0.0617,0.0565624499433748
0.0618,0.0515697683985346
0.0619,0.0465757976121696
0.062,0.0415806624332905
0.0621,0.0365844877400162
0.0622,0.0315873984364535
0.0623,0.0265895194495754
0.0624,0.021590975726096
0.0625,0.0165918922293479
0.0626,0.0115923939361578
0.0627,0.00659260583372357
0.0628,0.00159265291648638
0.0629,-0.00340733981698987
0.063,-0.00840724736714862
0.0631,-0.0134069447365615
0.0632,-0.0184063069330538
0.0633,-0.0234052089728319
0.0634,-0.0284035258836038
0.0635,-0.0334011327077084
0.0636,-0.0383979045052354
0.0637,-0.0433937163571496
0.0638,-0.0483884433684146
0.0639,-0.0533819606711151
0.064,-0.0583741434275801
0.0641,-0.0633648668334992
0.0642,-0.0683540061210482
0.0643,-0.0733414365620039
0.0644,-0.0783270334708649
0.0645,-0.0833106722079695
0.0646,-0.088292228182608
0.0647,-0.0932715768561401
0.0648,-0.0982485937451082
0.0649,-0.103223154424351
0.065,-0.108195134530108
0.0651,-0.113164409763138
0.0652,-0.118130855891818
0.0653,-0.123094348755252
0.0654,-0.12805476426638
0.0655,-0.13301197841507
0.0656,-0.137965867271227
0.0657,-0.142916306987889
0.0658,-0.147863173804319
0.0659,-0.152806344049105
0.066,-0.157745694143249
0.0661,-0.162681100603255
0.0662,-0.167612440044219
0.0663,-0.172539589182911
0.0664,-0.17746242484086
0.0665,-0.182380823947432
0.0666,-0.187294663542904
0.0667,-0.192203820781541
0.0668,-0.19710817293467
0.0669,-0.202007597393742
0.067,-0.2069019716734
0.0671,-0.211791173414542
0.0672,-0.21667508038738
0.0673,-0.221553570494493
0.0674,-0.226426521773883
0.0675,-0.231293812402022
0.0676,-0.236155320696897
0.0677,-0.241010925121055
0.0678,-0.245860504284637
0.0679,-0.250703936948417
0.068,-0.255541102026832
0.0681,-0.260371878591004
0.0682,-0.265196145871773
0.0683,-0.270013783262708
0.0684,-0.274824670323124
0.0685,-0.279628686781096
0.0686,-0.284425712536463
0.0687,-0.289215627663829
0.0688,-0.293998312415568
0.0689,-0.298773647224808
0.069,-0.303541512708429
0.0691,-0.308301789670042
0.0692,-0.31305435910297
0.0693,-0.317799102193226
0.0694,-0.322535900322479
0.0695,-0.327264635071023
0.0696,-0.331985188220735
0.0697,-0.336697441758031
0.0698,-0.341401277876821
0.0699,-0.346096578981445
0.07,-0.35078322768962
0.0701,-0.355461106835373
0.0702,-0.360130099471968
0.0703,-0.364790088874834
0.0704,-0.369440958544477
0.0705,-0.374082592209399
0.0706,-0.378714873828998
0.0707,-0.383337687596476
0.0708,-0.38795091794173
0.0709,-0.392554449534242
0.071,-0.39714816728596
0.0711,-0.401731956354181
0.0712,-0.406305702144417
0.0713,-0.410869290313261
0.0714,-0.415422606771246
0.0715,-0.419965537685699
0.0716,-0.424497969483583
0.0717,-0.429019788854338
0.0718,-0.433530882752718
0.0719,-0.438031138401608
0.072,-0.442520443294853
0.0721,-0.446998685200062
0.0722,-0.451465752161423
0.0723,-0.455921532502494
0.0724,-0.460365914828998
0.0725,-0.464798788031609
0.0726,-0.469220041288727
0.0727,-0.473629564069252
0.0728,-0.478027246135343
0.0729,-0.482412977545178
0.073,-0.4867866486557
0.0731,-0.491148150125358
0.0732,-0.495497372916845
0.0733,-0.499834208299815
0.0734,-0.504158547853612
0.0735,-0.50847028346997
0.0736,-0.512769307355723
0.0737,-0.517055512035501
0.0738,-0.521328790354407
0.0739,-0.525589035480706
0.074,-0.529836140908494
0.0741,-0.534070000460353
0.0742,-0.538290508290018
0.0743,-0.542497558885011
0.0744,-0.546691047069287
0.0745,-0.55087086800586
0.0746,-0.555036917199424
0.0747,-0.559189090498966
0.0748,-0.56332728410037
0.0749,-0.567451394549012
0.075,-0.571561318742344
0.0751,-0.575656953932476
0.0752,-0.579738197728743
0.0753,-0.583804948100261
0.0754,-0.587857103378483
0.0755,-0.591894562259738
0.0756,-0.595917223807764
0.0757,-0.599924987456233
0.0758,-0.603917753011261
0.0759,-0.607895420653918
0.076,-0.611857890942719
0.0761,-0.615805064816115
0.0762,-0.619736843594963
0.0763,-0.623653128985
0.0764,-0.627553823079294
0.0765,-0.631438828360695
0.0766,-0.635308047704276
0.0767,-0.639161384379752
0.0768,-0.642998742053909
0.0769,-0.646820024793004
0.077,-0.650625137065167
0.0771,-0.654413983742791
0.0772,-0.658186470104905
0.0773,-0.661942501839547
0.0774,-0.66568198504612
0.0775,-0.669404826237736
0.0776,-0.673110932343562
0.0777,-0.676800210711137
0.0778,-0.680472569108694
0.0779,-0.684127915727465
0.078,-0.687766159183974
0.0781,-0.691387208522325
0.0782,-0.694990973216472
0.0783,-0.698577363172487
0.0784,-0.702146288730805
0.0785,-0.705697660668476
0.0786,-0.709231390201386
0.0787,-0.71274738898648
0.0788,-0.716245569123971
0.0789,-0.719725843159538
0.079,-0.723188124086512
0.0791,-0.72663232534805
0.0792,-0.7300583608393
0.0793,-0.733466144909552
0.0794,-0.736855592364383
0.0795,-0.740226618467783
0.0796,-0.743579138944275
0.0797,-0.746913069981021
0.0798,-0.750228328229919
0.0799,-0.753524830809686
0.08,-0.756802495307928
0.0801,-0.760061239783205
0.0802,-0.763300982767074
0.0803,-0.766521643266128
0.0804,-0.769723140764024
0.0805,-0.772905395223491
0.0806,-0.776068327088332
0.0807,-0.779211857285417
0.0808,-0.782335907226653
0.0809,-0.785440398810955
0.081,-0.788525254426195
0.0811,-0.791590396951144
0.0812,-0.794635749757397
0.0813,-0.797661236711293
0.0814,-0.800666782175818
0.0815,-0.803652311012488
0.0816,-0.806617748583241
0.0817,-0.80956302075229
0.0818,-0.812488053887984
0.0819,-0.815392774864649
0.082,-0.818277111064411
0.0821,-0.821140990379014
0.0822,-0.823984341211626
0.0823,-0.826807092478623
0.0824,-0.829609173611371
0.0825,-0.832390514557987
0.0826,-0.835151045785094
0.0827,-0.837890698279553
0.0828,-0.840609403550195
0.0829,-0.84330709362953
0.083,-0.845983701075447
0.0831,-0.848639158972898
0.0832,-0.851273400935574
0.0833,-0.853886361107565
0.0834,-0.856477974165001
0.0835,-0.859048175317691
0.0836,-0.861596900310741
0.0837,-0.864124085426157
0.0838,-0.866629667484444
0.0839,-0.869113583846181
0.084,-0.871575772413588
0.0841,-0.874016171632079
0.0842,-0.876434720491802
0.0843,-0.878831358529159
0.0844,-0.881206025828325
0.0845,-0.883558663022743
0.0846,-0.885889211296603
0.0847,-0.88819761238632
0.0848,-0.890483808581989
0.0849,-0.892747742728822
0.085,-0.894989358228583
0.0851,-0.897208599041004
0.0852,-0.899405409685178
0.0853,-0.901579735240953
0.0854,-0.903731521350306
0.0855,-0.905860714218693
0.0856,-0.907967260616405
0.0857,-0.910051107879892
0.0858,-0.91211220391308
0.0859,-0.914150497188676
0.086,-0.916165936749455
0.0861,-0.918158472209532
0.0862,-0.920128053755624
0.0863,-0.922074632148295
0.0864,-0.923998158723188
0.0865,-0.925898585392237
0.0866,-0.927775864644875
0.0867,-0.929629949549219
0.0868,-0.931460793753243
0.0869,-0.933268351485936
0.087,-0.935052577558449
0.0871,-0.936813427365225
0.0872,-0.938550856885108
0.0873,-0.940264822682452
0.0874,-0.941955281908201
0.0875,-0.943622192300962
0.0876,-0.945265512188063
0.0877,-0.946885200486592
0.0878,-0.948481216704426
0.0879,-0.950053520941242
0.088,-0.951602073889516
0.0881,-0.953126836835506
0.0882,-0.954627771660216
0.0883,-0.956104840840356
0.0884,-0.957558007449271
0.0885,-0.958987235157873
0.0886,-0.960392488235543
0.0887,-0.961773731551028
0.0888,-0.963130930573317
0.0889,-0.964464051372504
0.089,-0.965773060620639
0.0891,-0.967057925592559
0.0892,-0.968318614166707
0.0893,-0.969555094825934
0.0894,-0.970767336658289
0.0895,-0.971955309357787
0.0896,-0.973118983225174
0.0897,-0.974258329168664
0.0898,-0.975373318704666
0.0899,-0.976463923958503
0.09,-0.977530117665097
0.0901,-0.978571873169663
0.0902,-0.979589164428367
0.0903,-0.98058196600898
0.0904,-0.981550253091516
0.0905,-0.982494001468846
0.0906,-0.983413187547311
0.0907,-0.984307788347306
0.0908,-0.985177781503859
0.0909,-0.986023145267186
0.091,-0.986843858503237
0.0911,-0.987639900694222
0.0912,-0.988411251939131
0.0913,-0.98915789295422
0.0914,-0.989879805073504
0.0915,-0.990576970249217
0.0916,-0.991249371052267
0.0917,-0.991896990672668
0.0918,-0.992519812919963
0.0919,-0.993117822223629
0.092,-0.993691003633464
0.0921,-0.994239342819964
0.0922,-0.994762826074676
0.0923,-0.995261440310546
0.0924,-0.995735173062245
0.0925,-0.996184012486479
0.0926,-0.996607947362286
0.0927,-0.997006967091314
0.0928,-0.997381061698093
0.0929,-0.997730221830277
0.093,-0.998054438758879
0.0931,-0.998353704378495
0.0932,-0.998628011207499
0.0933,-0.998877352388234
0.0934,-0.999101721687185
0.0935,-0.99930111349513
0.0936,-0.999475522827284
0.0937,-0.999624945323424
0.0938,-0.999749377247994
0.0939,-0.999848815490203
0.094,-0.999923257564101
0.0941,-0.999972701608639
0.0942,-0.999997146387718
0.0943,-0.999996591290221
0.0944,-0.999971036330024
0.0945,-0.999920482146002
0.0946,-0.999844930002004
0.0947,-0.999744381786832
0.0948,-0.999618840014185
0.0949,-0.999468307822602
0.095,-0.999292788975378
0.0951,-0.999092287860476
0.0952,-0.998866809490414
0.0953,-0.998616359502139
0.0954,-0.998340944156888
0.0955,-0.998040570340029
0.0956,-0.997715245560893
0.0957,-0.997364977952583
0.0958,-0.996989776271769
0.0959,-0.996589649898476
0.096,-0.996164608835841
0.0961,-0.995714663709868
0.0962,-0.995239825769163
0.0963,-0.994740106884648
0.0964,-0.994215519549271
0.0965,-0.993666076877688
0.0966,-0.993091792605935
0.0967,-0.992492681091091
0.0968,-0.991868757310913
0.0969,-0.991220036863461
0.097,-0.990546535966713
0.0971,-0.989848271458157
0.0972,-0.98912526079437
0.0973,-0.988377522050579
0.0974,-0.987605073920215
0.0975,-0.986807935714441
0.0976,-0.98598612736167
0.0977,-0.985139669407069
0.0978,-0.984268583012042
0.0979,-0.983372889953703
0.098,-0.982452612624332
0.0981,-0.981507774030816
0.0982,-0.980538397794069
0.0983,-0.979544508148447
0.0984,-0.978526129941139
0.0985,-0.977483288631547
0.0986,-0.97641601029065
0.0987,-0.97532432160035
0.0988,-0.974208249852809
0.0989,-0.973067822949761
0.099,-0.971903069401821
0.0991,-0.970714018327765
0.0992,-0.969500699453809
0.0993,-0.968263143112861
0.0994,-0.967001380243766
0.0995,-0.965715442390529
0.0996,-0.96440536170153
0.0997,-0.963071170928719
0.0998,-0.961712903426793
0.0999,-0.960330593152372
0.1,-0.958924274663138
0.1001,-0.957493983116982
0.1002,-0.956039754271118
0.1003,-0.954561624481191
0.1004,-0.953059630700367
0.1005,-0.951533810478416
0.1006,-0.949984201960761
0.1007,-0.948410843887535
0.1008,-0.946813775592609
0.1009,-0.945193037002606
0.101,-0.943548668635906
0.1011,-0.941880711601634
0.1012,-0.940189207598629
0.1013,-0.938474198914401
0.1014,-0.936735728424079
0.1015,-0.934973839589335
0.1016,-0.933188576457298
0.1017,-0.931379983659452
0.1018,-0.929548106410525
0.1019,-0.927692990507351
0.102,-0.925814682327732
0.1021,-0.923913228829274
0.1022,-0.921988677548216
0.1023,-0.92004107659824
0.1024,-0.918070474669267
0.1025,-0.916076921026244
0.1026,-0.914060465507907
0.1027,-0.91202115852554
0.1028,-0.90995905106171
0.1029,-0.907874194668998
0.103,-0.905766641468704
0.1031,-0.903636444149549
0.1032,-0.901483655966355
0.1033,-0.899308330738713
0.1034,-0.897110522849642
0.1035,-0.894890287244224
0.1036,-0.892647679428234
0.1037,-0.890382755466751
0.1038,-0.888095571982754
0.1039,-0.885786186155713
0.104,-0.883454655720153
0.1041,-0.881101038964213
0.1042,-0.87872539472819
0.1043,-0.876327782403065
0.1044,-0.873908261929022
0.1045,-0.871466893793947
0.1046,-0.869003739031917
0.1047,-0.86651885922167
